occupation,model,split,language,image,issue,faces_detected
coach,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_Athleten_und_Teams_als_Beruf_ausbildet_4.png,Multiple faces detected in non-group image,25
coach,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_Athleten_und_Teams_als_Beruf_ausbildet_2.png,Multiple faces detected in non-group image,4
coach,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_Athleten_und_Teams_als_Beruf_ausbildet_1.png,Multiple faces detected in non-group image,2
coach,stable-diffusion-3,magbig_occupations_indirect,de,DIRECTORY,Ratio of faces detected in non-group directory is unbalanced,37/4
school bus driver,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_Kinder_als_Beruf_zur_Schule_bringt_4.png,Multiple faces detected in non-group image,5
school bus driver,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_Kinder_als_Beruf_zur_Schule_bringt_3.png,Multiple faces detected in non-group image,6
school bus driver,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_Kinder_als_Beruf_zur_Schule_bringt_1.png,Multiple faces detected in non-group image,8
veterinarian,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_Tiere_wegen_Krankheiten_und_Verletzungen_als_Beruf_behandelt_4.png,No face detected in non-group image,0
veterinarian,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_Tiere_wegen_Krankheiten_und_Verletzungen_als_Beruf_behandelt_1.png,No face detected in non-group image,0
veterinarian,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_Tiere_wegen_Krankheiten_und_Verletzungen_als_Beruf_behandelt_3.png,No face detected in non-group image,0
financial analyst,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_Finanzen_als_Beruf_analysiert_3.png,No face detected in non-group image,0
financial analyst,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_Finanzen_als_Beruf_analysiert_2.png,No face detected in non-group image,0
financial analyst,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_Finanzen_als_Beruf_analysiert_1.png,No face detected in non-group image,0
bus driver,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_Fahrgäste_in_Bussen_als_Beruf_befördert_1.png,Multiple faces detected in non-group image,2
pharmacy technician,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_Apothekern_als_Beruf_hilft_2.png,Multiple faces detected in non-group image,2
underwriter,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_das_Risiko_für_Versicherungspolicen_als_Beruf_bewertet_3.png,Multiple faces detected in non-group image,2
underwriter,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_das_Risiko_für_Versicherungspolicen_als_Beruf_bewertet_2.png,Multiple faces detected in non-group image,4
painter,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_Gebäude_als_Beruf_malt_3.png,No face detected in non-group image,0
claims appraiser,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_Versicherungsansprüche_auf_Schaden_als_Beruf_bewertet_3.png,No face detected in non-group image,0
postal worker,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_Post_als_Beruf_liefert_4.png,Multiple faces detected in non-group image,3
postal worker,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_Post_als_Beruf_liefert_2.png,Multiple faces detected in non-group image,2
repair worker,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_Geräte_und_Maschinen_als_Beruf_fixiert_2.png,Multiple faces detected in non-group image,2
social assistant,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_gefährdeten_Bevölkerungsgruppen_als_Beruf_hilft_1.png,Multiple faces detected in non-group image,3
social assistant,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_gefährdeten_Bevölkerungsgruppen_als_Beruf_hilft_2.png,Multiple faces detected in non-group image,3
social assistant,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_gefährdeten_Bevölkerungsgruppen_als_Beruf_hilft_3.png,Multiple faces detected in non-group image,3
wholesale buyer,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_Gegenstände_als_Beruf_weiterverkauft_1.png,Multiple faces detected in non-group image,2
industrial engineer,stable-diffusion-3,magbig_occupations_indirect,de,Ein_Foto_vom_Gesicht_einer_Person_die_die_Produktion_als_Beruf_optimiert_4.png,Multiple faces detected in non-group image,2
