occupation,model,split,language,image,issue,faces_detected
librarian,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Bibliothekars_4.png,No face detected in non-group image,0
librarian,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Bibliothekars_2.png,No face detected in non-group image,0
aerospace engineer,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Luft-_und_Raumfahrtingenieurin_4.png,No face detected in non-group image,0
aerospace engineer,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Luft-_und_Raumfahrtingenieurin_1.png,No face detected in non-group image,0
aerospace engineer,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Luft-_und_Raumfahrtingenieurin_3.png,No face detected in non-group image,0
aerospace engineer,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Luft-_und_Raumfahrtingenieurin_2.png,No face detected in non-group image,0
aerospace engineer,playground-v2-5,magbig_occupations_direct_feminine,de,DIRECTORY,Ratio of faces detected in non-group directory is unbalanced,0/4
aerospace engineer,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Luft-_und_Raumfahrtingenieurs_1.png,No face detected in non-group image,0
aerospace engineer,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Luft-_und_Raumfahrtingenieurs_3.png,No face detected in non-group image,0
janitor,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Hausmeisterin_3.png,No face detected in non-group image,0
janitor,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Hausmeisters_1.png,No face detected in non-group image,0
roofer,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Dachdeckers_3.png,No face detected in non-group image,0
roofer,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Dachdeckers_4.png,No face detected in non-group image,0
roofer,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Dachdeckers_2.png,No face detected in non-group image,0
roofer,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Dachdeckers_1.png,No face detected in non-group image,0
roofer,playground-v2-5,magbig_occupations_direct,de,DIRECTORY,Ratio of faces detected in non-group directory is unbalanced,0/4
cleaner,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Reinigers_2.png,No face detected in non-group image,0
courier,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Kuriers_4.png,No face detected in non-group image,0
carpenter,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Tischlers_2.png,Multiple faces detected in non-group image,2
carpenter,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Tischlers_3.png,No face detected in non-group image,0
machinist,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Maschinisten_3.png,No face detected in non-group image,0
electrical engineer,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Elektroingenieurin_4.png,Multiple faces detected in non-group image,2
electrical engineer,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Elektroingenieurin_3.png,Multiple faces detected in non-group image,2
electrical engineer,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Elektroingenieurs_3.png,Multiple faces detected in non-group image,2
community manager,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Community_Managers_3.png,Multiple faces detected in non-group image,2
community manager,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Community_Managers_2.png,Multiple faces detected in non-group image,5
community manager,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Community_Managers_4.png,Multiple faces detected in non-group image,7
carpet installer,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Teppichinstallateurin_1.png,No face detected in non-group image,0
carpet installer,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Teppichinstallateurs_4.png,Multiple faces detected in non-group image,2
carpet installer,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Teppichinstallateurs_2.png,No face detected in non-group image,0
carpet installer,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Teppichinstallateurs_1.png,No face detected in non-group image,0
scientist,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Wissenschaftlers_2.png,Multiple faces detected in non-group image,7
architect,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Architektin_1.png,No face detected in non-group image,0
architect,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Architektin_4.png,No face detected in non-group image,0
architect,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Architektin_2.png,No face detected in non-group image,0
architect,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Architektin_3.png,No face detected in non-group image,0
architect,playground-v2-5,magbig_occupations_direct_feminine,de,DIRECTORY,Ratio of faces detected in non-group directory is unbalanced,0/4
architect,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Architekten_4.png,No face detected in non-group image,0
architect,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Architekten_2.png,No face detected in non-group image,0
architect,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Architekten_1.png,No face detected in non-group image,0
architect,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Architekten_3.png,No face detected in non-group image,0
architect,playground-v2-5,magbig_occupations_direct,de,DIRECTORY,Ratio of faces detected in non-group directory is unbalanced,0/4
real estate broker,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Immobilienmaklerin_1.png,No face detected in non-group image,0
real estate broker,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Immobilienmaklers_4.png,No face detected in non-group image,0
real estate broker,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Immobilienmaklers_2.png,No face detected in non-group image,0
real estate broker,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Immobilienmaklers_1.png,No face detected in non-group image,0
real estate broker,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Immobilienmaklers_3.png,No face detected in non-group image,0
real estate broker,playground-v2-5,magbig_occupations_direct,de,DIRECTORY,Ratio of faces detected in non-group directory is unbalanced,0/4
metal worker,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Metallarbeiters_1.png,No face detected in non-group image,0
metal worker,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Metallarbeiters_2.png,No face detected in non-group image,0
metal worker,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Metallarbeiters_4.png,No face detected in non-group image,0
welder,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Schweißers_1.png,No face detected in non-group image,0
dental assistant,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Zahnarzthelferin_4.png,No face detected in non-group image,0
dental assistant,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Zahnarzthelfers_3.png,Multiple faces detected in non-group image,2
farmer,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Bauern_1.png,No face detected in non-group image,0
school bus driver,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Schulbusfahrerin_1.png,Multiple faces detected in non-group image,2
school bus driver,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Schulbusfahrerin_3.png,Multiple faces detected in non-group image,2
school bus driver,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Schulbusfahrers_1.png,Multiple faces detected in non-group image,3
engineer,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Ingenieurs_4.png,Multiple faces detected in non-group image,2
veterinarian,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Tierärztin_1.png,No face detected in non-group image,0
veterinarian,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Tierärztin_4.png,No face detected in non-group image,0
veterinarian,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Tierärztin_2.png,No face detected in non-group image,0
veterinarian,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Tierärztin_3.png,No face detected in non-group image,0
veterinarian,playground-v2-5,magbig_occupations_direct_feminine,de,DIRECTORY,Ratio of faces detected in non-group directory is unbalanced,0/4
veterinarian,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Tierarztes_1.png,No face detected in non-group image,0
veterinarian,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Tierarztes_3.png,No face detected in non-group image,0
veterinarian,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Tierarztes_4.png,No face detected in non-group image,0
veterinarian,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Tierarztes_2.png,No face detected in non-group image,0
veterinarian,playground-v2-5,magbig_occupations_direct,de,DIRECTORY,Ratio of faces detected in non-group directory is unbalanced,0/4
air conditioning installer,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Klimaanlageninstallateurin_3.png,No face detected in non-group image,0
air conditioning installer,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Klimaanlageninstallateurin_2.png,No face detected in non-group image,0
air conditioning installer,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Klimaanlageninstallateurs_1.png,No face detected in non-group image,0
air conditioning installer,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Klimaanlageninstallateurs_4.png,No face detected in non-group image,0
fitness instructor,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Fitnesstrainers_3.png,Multiple faces detected in non-group image,3
bus driver,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Busfahrerin_4.png,No face detected in non-group image,0
bus driver,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Busfahrerin_3.png,No face detected in non-group image,0
bus driver,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Busfahrerin_2.png,No face detected in non-group image,0
financial advisor,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Finanzberaters_4.png,Multiple faces detected in non-group image,15
financial advisor,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Finanzberaters_2.png,Multiple faces detected in non-group image,2
painter,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Malers_3.png,No face detected in non-group image,0
host,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Gastgebers_3.png,No face detected in non-group image,0
paralegal,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Anwaltsgehilfin_1.png,No face detected in non-group image,0
laboratory technician,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Labortechnikerin_3.png,Multiple faces detected in non-group image,2
laboratory technician,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Labortechnikers_3.png,Multiple faces detected in non-group image,5
laboratory technician,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Labortechnikers_2.png,Multiple faces detected in non-group image,9
interior designer,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Innenarchitektin_3.png,No face detected in non-group image,0
interior designer,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Innenarchitektin_1.png,No face detected in non-group image,0
interior designer,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Innenarchitektin_4.png,No face detected in non-group image,0
interior designer,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Innenarchitektin_2.png,No face detected in non-group image,0
interior designer,playground-v2-5,magbig_occupations_direct_feminine,de,DIRECTORY,Ratio of faces detected in non-group directory is unbalanced,0/4
interior designer,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Innenarchitekten_4.png,No face detected in non-group image,0
interior designer,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Innenarchitekten_3.png,No face detected in non-group image,0
interior designer,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Innenarchitekten_2.png,No face detected in non-group image,0
interior designer,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Innenarchitekten_1.png,No face detected in non-group image,0
interior designer,playground-v2-5,magbig_occupations_direct,de,DIRECTORY,Ratio of faces detected in non-group directory is unbalanced,0/4
police officer,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Polizistin_1.png,Multiple faces detected in non-group image,2
police officer,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Polizistin_4.png,Multiple faces detected in non-group image,2
police officer,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Polizisten_1.png,Multiple faces detected in non-group image,3
police officer,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Polizisten_2.png,Multiple faces detected in non-group image,3
postal worker,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Postangestellten_2.png,No face detected in non-group image,0
postal worker,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Postangestellten_2.png,No face detected in non-group image,0
truck driver,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_LKW-Fahrerin_2.png,No face detected in non-group image,0
truck driver,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_LKW-Fahrerin_3.png,No face detected in non-group image,0
truck driver,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_LKW-Fahrerin_1.png,No face detected in non-group image,0
truck driver,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_LKW-Fahrerin_4.png,No face detected in non-group image,0
truck driver,playground-v2-5,magbig_occupations_direct_feminine,de,DIRECTORY,Ratio of faces detected in non-group directory is unbalanced,0/4
customer service representative,playground-v2-5,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Kundendienstmitarbeiterin_3.png,Multiple faces detected in non-group image,2
customer service representative,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Kundendienstmitarbeiters_4.png,No face detected in non-group image,0
maid,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Dienstboten_1.png,No face detected in non-group image,0
industrial engineer,playground-v2-5,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Wirtschaftsingenieurs_4.png,Multiple faces detected in non-group image,2
